醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日
1531050086,宏慈療養院,精神科醫院,(02)22151177,新北市新店區安泰路１５７號１、２樓,臺北業務組,3,"門診診療,住院診療,精神病患者居家照護",精神科,,星期一上午看診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,19971103
1531051172,新北仁康醫院,醫院,(02)22152345,新北市新店區安康路２段３２３號地上１至２樓B棟,臺北業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,門診診療,住院診療","內科,外科,骨科,神經科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,20180806
1531051163,豐榮醫院,醫院,(02)22122111,新北市新店區安德街２６巷３號B棟,臺北業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,門診診療,住院診療,血液透析,胸部低劑量電腦斷層檢查","內科,外科,骨科,復健科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20180413
1531060073,新莊英仁醫院,慢性醫院,(02)29916363,新北市新莊區大觀街４６－２號,臺北業務組,3,"門診診療,住院診療","不分科,內科,外科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,19950301
1531060046,大順醫院,慢性醫院,(02)29911726,新北市新莊區中正路２１５號１－４樓,臺北業務組,3,"門診診療,分娩","內科,外科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,19950301
0931060016,新仁醫療社團法人新仁醫院,醫院,(02)22017212,新北市新莊區中正路３９５號、福海街２４巷１號,臺北業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析","家醫科,內科,外科,骨科,泌尿科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20110601
0131060010,衛生福利部樂生療養院,醫院,(02)82006600,新北市新莊區中正路７９４號及桃園縣龜山鄉萬壽路１段５０巷２號,臺北業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,精神病患者居家照護,義肢業務,胸部低劑量電腦斷層檢查,精神科日間住院治療,腹膜透析業務","家醫科,內科,外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,神經科,精神科,復健科,急診醫學科,牙科,中醫一般科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診提供24小時服務，門診開診日及開診科別依本院門診表公告為準。,65000,19950707
1531061230,益民醫院,醫院,(02)89911050,新北市新莊區中港路１２７號１－４樓,臺北業務組,3,"門診診療,住院診療",內科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,1140125-1140202休診,65000,20100701
1431060017,財團法人台灣省私立台北仁濟院附設新莊仁濟醫院,精神科醫院,(02)22015222,新北市新莊區中環路１段２８號,臺北業務組,3,"門診診療,住院診療,精神病患者居家照護,精神科日間住院治療",精神科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,20110901
0131060029,衛生福利部臺北醫院,綜合醫院,(02)22765566,新北市新莊區思源路１２７號、新北巿新莊區長青街６號２樓、３樓,臺北業務組,2,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩,精神病患者居家照護,義肢業務,胸部低劑量電腦斷層檢查,精神科日間住院治療,結核病","不分科,家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,中醫一般科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,全年全天24小時提供急診服務,65000,19950301
1531061258,祥顥醫院,醫院,(02)22798898,新北市新莊區思源路２號１、４、５、６樓,臺北業務組,3,"門診診療,住院診療","內科,兒科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,20220615
1531060180,新泰綜合醫院,綜合醫院,(02)29962121,新北市新莊區新樹路１７６號,臺北業務組,3,,,20220301,,,65000,19960711
1531061249,新泰綜合醫院,醫院,(02)29962121,新北市新莊區新樹路１７６號,臺北業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,結核病","內科,外科,兒科,婦產科,骨科,泌尿科,眼科,神經科,復健科,職業醫學科,急診醫學科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,65000,20220301
1531120038,瑞芳礦工醫院,醫院,(02)24974101,新北市瑞芳區一坑路７１之２號,臺北業務組,3,"復健－物理治療業務,急診業務,門診診療,住院診療,血液透析","內科,外科,骨科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20100801
1531071030,仁愛醫院,綜合醫院,(02)26834567,新北市樹林區文化街９號,臺北業務組,3,"復健－物理治療業務,復健－職能治療業務,急診業務,門診診療,住院診療,血液透析,分娩,胸部低劑量電腦斷層檢查","家醫科,內科,外科,骨科,泌尿科,神經科,復健科,急診醫學科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,急診24小時服務,65000,20000807
1531140058,全民醫院,醫院,(02)22821575,新北市蘆洲區三民路５、７、９號（１）樓,臺北業務組,3,,,20230807,,,65000,20191101
0912040012,平和醫療社團法人和平醫院,慢性醫院,(03)5260151,新竹市北區和平路86-1號,北區業務組,3,"門診診療,住院診療","內科,外科,泌尿科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10018,20080501
0512040014,國軍桃園總醫院新竹分院附設民眾診療服務處,綜合醫院,(03)5348181,新竹市北區武陵路３號,北區業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩,精神病患者居家照護","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,急診醫學科,牙科,中醫一般科,麻醉科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10018,19980801
1412040022,財團法人台灣省私立桃園仁愛之家附設新竹新生醫院,醫院,(03)5265808,新竹市北區興南里西門街120號,北區業務組,3,"復健－物理治療業務,門診診療,住院診療","內科,外科,神經科,精神科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10018,20091001
1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,綜合醫院,(03)6119595,新竹市東區光復路二段６９０號,北區業務組,2,"復健－物理治療業務,復健－職能治療業務,復健－聽力檢查業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩,胸部低劑量電腦斷層檢查,精神科日間住院治療,腹膜透析業務","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,齒顎矯正科,口腔顎面外科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,提供急診24小時服務,10018,20021128
1512011185,南門綜合醫院,綜合醫院,(03)5261122,新竹市東區林森路２０號,北區業務組,3,"安寧居家療護(乙類),復健－物理治療業務,急診業務,門診診療,住院診療,血液透析,居家照護,分娩,胸部低劑量電腦斷層檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,神經科,復健科,整形外科,急診醫學科,牙科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診全日正常服務,10018,20000401
1112010537,新竹市立馬偕兒童醫院(委託台灣基督長老教會馬偕醫療財團法人興,醫院,(03)5719999,新竹市東區建功里建功二路２８號,北區業務組,2,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療,分娩","外科,兒科,婦產科,骨科,神經外科,耳鼻喉科,眼科,皮膚科,精神科,復健科,急診醫學科,兒童牙科,中醫一般科,麻醉科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,提供急診24小時服務,10018,20220823
1112010528,國泰醫療財團法人新竹國泰綜合醫院,綜合醫院,(03)5278999,新竹市東區福德里中華路二段678號及678號之1,北區業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩,胸部低劑量電腦斷層檢查,腹膜透析業務","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,復健科,整形外科,急診醫學科,牙科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,提供24小時急診服務。,10018,20030401
1512040051,新中興醫院,醫院,(03)5213163,新竹市興南街４３號,北區業務組,3,"門診診療,住院診療,分娩","家醫科,內科,外科,婦產科,牙科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10018,19950922
0433050018,國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院,綜合醫院,(03)6677600,新竹縣竹北市生醫路一段２號,北區業務組,3,"安寧居家療護(乙類),復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩,精神病患者居家照護,胸部低劑量電腦斷層檢查","家醫科,內科,外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,急診醫學科,牙科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,提供24小時急診服務,10004,20191118
1533051063,大安醫院,醫院,(03)5557188,新竹縣竹北市博愛街３１８巷６號,北區業務組,3,"復健－物理治療業務,復健－職能治療業務,急診業務,門診診療,住院診療,血液透析","家醫科,內科,外科,職業醫學科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,假日急診服務時間：9：00～19：50,10004,20020927
0933050036,竹北新仁醫療社團法人新仁醫院,醫院,(03)5552039,新竹縣竹北市博愛街３３１號,北區業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療","家醫科,內科,骨科,復健科,職業醫學科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10004,20240701
1533051072,新仁醫院,醫院,(03)5552039,新竹縣竹北市博愛街３３１號,北區業務組,3,,,20240701,,,10004,20150722
0933050018,東元醫療社團法人東元綜合醫院,綜合醫院,(03)5527000,新竹縣竹北市縣政二路６９號,北區業務組,2,"安寧居家療護(乙類),復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,安寧居家療護(甲類),復健－聽力檢查業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,居家照護,分娩,精神病患者居家照護,胸部低劑量電腦斷層檢查,精神科日間住院治療,腹膜透析業務","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,神經科,精神科,復健科,職業醫學科,急診醫學科,牙科,口腔顎面外科,麻醉科,放射診斷科,臨床病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10004,20190101
1333050017,中國醫藥大學新竹附設醫院,綜合醫院,(03)5580558,新竹縣竹北市興隆路一段１９９號,北區業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩,胸部低劑量電腦斷層檢查,腹膜透析業務","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,中醫一般科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,提供24小時急診服務,10004,20181203
0633030010,臺北榮民總醫院新竹分院,綜合醫院,(03)5962134,新竹縣竹東鎮中豐路１段８１號,北區業務組,3,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩,精神病患者居家照護,胸部低劑量電腦斷層檢查,腹膜透析業務","家醫科,內科,外科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,神經科,精神科,復健科,急診醫學科,牙科,中醫一般科,麻醉科,放射線科,病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10004,19950301
1533030046,竹信醫院,醫院,(03)5951825,新竹縣竹東鎮仁愛路１９６號,北區業務組,3,"急診業務,門診診療,住院診療","內科,外科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,急診時間0730-2100,10004,19950301
1533030028,林醫院,醫院,(03)5962316,新竹縣竹東鎮東林路７６號,北區業務組,3,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析","家醫科,內科,骨科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10004,19950301
1133060019,天主教仁慈醫療財團法人仁慈醫院,綜合醫院,(03)5993500,新竹縣湖口鄉孝勢村忠孝路２９號,北區業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,急診業務,門診診療,住院診療,血液透析,居家照護,分娩,精神病患者居家照護,胸部低劑量電腦斷層檢查,精神科日間住院治療","家醫科,內科,外科,兒科,婦產科,骨科,泌尿科,眼科,精神科,復健科,職業醫學科,急診醫學科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,國定例假日開放半天門診，服務科別為內外(骨)婦產、兒科,10004,19960925
0933010014,培靈醫療社團法人關西醫院,精神科醫院,(03)5476399,新竹縣關西鎮新富里１１鄰石門３３－１號,北區業務組,3,"門診診療,住院診療,精神病患者居家照護","家醫科,精神科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10004,20151101
1522021237,世華醫院,慢性醫院,(05)2257525,嘉義市西區仁愛路３６５號,南區業務組,3,"門診診療,住院診療",內科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10020,20080101
1522021175,盧亞人醫院,醫院,(05)2248347,嘉義市西區北杏里民權路４０６號,南區業務組,3,"急診業務,門診診療,住院診療","內科,骨科,神經外科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10020,20000121
0122020517,衛生福利部嘉義醫院,醫院,(05)2319090,嘉義市西區北港路３１２號,南區業務組,3,"安寧居家療護(乙類),復健－物理治療業務,復健－職能治療業務,住院安寧療護,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩,胸部低劑量電腦斷層檢查,精神科日間住院治療","家醫科,內科,外科,婦產科,骨科,泌尿科,眼科,神經科,精神科,復健科,急診醫學科,牙科,中醫一般科,麻醉科,放射線科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診24小時全年無休,10020,20020308
0922020013,仁德醫療社團法人陳仁德醫院,醫院,(05)2258279,嘉義市西區林森西路２８５號,南區業務組,3,"安寧居家療護(乙類),復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,腹膜透析業務","家醫科,內科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10020,20141231
0922020031,祥太醫療社團法人祥太醫院,慢性醫院,(05)2230398,嘉義市西區書院里延平街４９０號永和街１１６號,南區業務組,3,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析","內科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上休診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10020,20191101
1522021264,安心醫院,醫院,(05)2353100,嘉義市西區新民路８８號,南區業務組,3,"急診業務,門診診療,住院診療","家醫科,內科,外科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10020,20110701
0922020022,慶昇醫療社團法人慶昇醫院,醫院,(05)2229191,嘉義市西區新榮路３３９、３３９－１號,南區業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,胸部低劑量電腦斷層檢查","家醫科,內科,外科,兒科,眼科,復健科,職業醫學科,中醫一般科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10020,20160701
